test perplexity,119.51969730423885,lr = 5
test perplexity,119.8452770105312,lr = 5
test perplexity,117.37524092733238,lr = 5
test perplexity,119.55404018378971,lr = 5
test perplexity,118.2622434807027,lr = 5
test perplexity,120.07825116724003,lr = 5
test perplexity,119.95863731234148,lr = 5
test perplexity,121.82691348134652,lr = 5
test perplexity,119.36576092077972,lr = 5
test perplexity,121.80258820085349,lr = 5
test perplexity,122.05429190620524,lr = 5
test perplexity,119.50189019799679,lr = 5
test perplexity,124.23274972538509,lr = 10
test perplexity,121.34701142015311,lr = 10
test perplexity,117.4011361983363,lr = 10
test perplexity,124.37560366676661,lr = 10
test perplexity,124.79135784881024,lr = 10
test perplexity,122.45823455967523,lr = 10
test perplexity,118.80555919600575,lr = 10
test perplexity,117.64165383927036,lr = 10
test perplexity,128.96411473465676,lr = 10
test perplexity,118.85362601757735,lr = 10
test perplexity,119.06320184486711,lr = 10
test perplexity,113.2681705349391,lr = 10
test perplexity,135.2770355640383, lr = 15
test perplexity,136.22441717495542,lr = 15
test perplexity,132.59207758547217,lr = 15
test perplexity,143.977432512522,lr = 15
test perplexity,132.181337909664,lr = 15
test perplexity,127.0398648422587,lr = 15
test perplexity,138.80529047541972,lr = 15
test perplexity,135.9638995937352,lr = 15
test perplexity,119.20542879034937,lr = 15
test perplexity,136.06314530725373,lr = 15
test perplexity,139.828116422943,lr = 15
test perplexity,117.50038469141218,lr = 15

